Summary,Description,Priority,Status,Reporter,Assignee,Request type,Issue Type,Categoría,Date Created,Comment,Comment,Comment,Comment,Comment,Comment
a taxa de saque em reais via TED é diferente do PIX,confirmando se existe alguma taxa cobrada quando eu saco via TED em vez de PIX,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8,maxi220julio@gmail.com,Tokenia App,Service Request,Tarifas e comissões,15/Apr/25 2:01 AM,"15/Apr/25 5:11 AM;maxi220julio@gmail.com;Olá! Saques via TED também não possuem taxa cobrada pela Tokenia, sendo gratuitos assim como o PIX. A diferença fica apenas no tempo de processamento.","15/Apr/25 5:49 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8;que bom, obrigado pela confirmação",,,,
quero entender como funciona a taxa em operações de conversão entre cripto e cripto,"queria saber exatamente como é calculada a taxa quando eu troco uma cripto direto por outra, sem passar por reais",Medium,Waiting for Agent,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99,maxi220julio@gmail.com,Tokenia Web,Service Request,Tarifas e comissões,20/Jul/26 8:07 AM,"20/Jul/26 7:15 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;boa tarde, gostaria de entender melhor o calculo da taxa em conversões diretas entre criptomoedas, pode me explicar",,,,,
posso atualizar minha profissão declarada na verificação,"troquei de profissão recentemente, preciso atualizar essa informação no meu cadastro de verificação",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f,maxyjulio18@gmail.com,Tokenia Email,General request,Verificação de identidade,7/Jul/26 7:37 AM,"7/Jul/26 8:39 AM;maxyjulio18@gmail.com;Olá! Sim, você pode atualizar sua profissão declarada em Configurações > Dados pessoais > Informações profissionais, a qualquer momento.","7/Jul/26 8:49 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f;otimo, vou atualizar agora. obrigado",,,,
conta suspensa apos alerta de multiplas contas com mesmo documento,"recebi um aviso grave dizendo que meu documento foi identificado em multiplas contas diferentes, mas eu so tenho uma conta aqui",Highest,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Verificação de identidade,7/Aug/24 4:25 PM,"7/Aug/24 4:51 PM;maximilianojavierjulio@gmail.com;Olá, entendemos a gravidade dessa situação. Esse tipo de alerta exige uma investigação detalhada da nossa equipe especializada de compliance. Vou escalar seu caso imediatamente com prioridade máxima.","7/Aug/24 6:15 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;por favor, so tenho essa unica conta, isso deve ser algum engano",7/Aug/24 6:39 PM;maximilianojavierjulio@gmail.com;Compreendemos completamente sua posição. Nosso time vai revisar minuciosamente o que gerou esse alerta e retornar com uma explicação clara e uma solução definitiva o mais breve possível.,,,
posso verificar minha identidade usando CIN em vez do RG tradicional,"ja tirei a nova carteira de identidade nacional, ela é aceita pra verificação no lugar do RG antigo",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e6f6df0e-e5ea-45cc-b313-3724b1a6b631,maxyjulio18@gmail.com,Tokenia App,Service Request,Verificação de identidade,1/Dec/25 11:26 AM,"2/Dec/25 4:06 PM;maxyjulio18@gmail.com;Olá! Sim, a Carteira de Identidade Nacional (CIN) é aceita normalmente como documento válido para verificação de identidade.","2/Dec/25 5:03 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e6f6df0e-e5ea-45cc-b313-3724b1a6b631;otimo, vou usar ela entao. obrigado",,,,
recebi confirmação de verificação em duplicidade,"recebi dois emails de confirmação de verificação aprovada no mesmo dia, isso é normal ou algum erro",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e6f6df0e-e5ea-45cc-b313-3724b1a6b631,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Verificação de identidade,19/Apr/25 11:14 AM,"19/Apr/25 2:11 PM;maximilianojavierjulio@gmail.com;Olá! Verificamos aqui e sua conta consta com apenas uma verificação processada corretamente. O segundo e-mail pode ter sido um reenvio automático do sistema, sem nenhum impacto na sua conta.","19/Apr/25 2:20 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e6f6df0e-e5ea-45cc-b313-3724b1a6b631;entendi, tudo certo entao. obrigado pela confirmação",,,,
posso recuperar o acesso usando so a pergunta de recuperação,"esqueci minha senha e o email de redefinição nao esta chegando, tem outra forma de recuperar o acesso",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Acesso e autenticação,2/May/25 5:50 AM,"2/May/25 9:36 AM;maxyjulio18@gmail.com;Olá! Além do e-mail, você pode tentar recuperar o acesso via SMS, caso tenha um número de celular cadastrado e verificado na conta. Você gostaria de tentar por esse caminho?","2/May/25 10:56 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;sim, tenho o numero cadastrado, vou tentar assim",2/May/25 11:55 AM;maxyjulio18@gmail.com;Perfeito! Vou enviar o código de recuperação por SMS agora.,"2/May/25 12:04 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;recebi e ja consegui trocar a senha, obrigado",,
conta bloqueada apos uso de VPN durante acesso,"estava usando VPN pra acessar de outro pais e minha conta foi bloqueada automaticamente, precisava resolver isso urgente",High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maxyjulio18@gmail.com,Tokenia App,Service Request,Acesso e autenticação,25/Apr/26 1:00 AM,"25/Apr/26 1:58 AM;maxyjulio18@gmail.com;Olá, entendemos a situação. Acessos via VPN podem acionar bloqueios automáticos de segurança por parecerem uma localização suspeita. Vou escalar seu caso para uma análise manual mais rápida.","25/Apr/26 3:12 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;por favor, preciso acessar minha conta com urgencia","25/Apr/26 4:10 AM;maxyjulio18@gmail.com;Compreendemos a urgência. Nosso time vai revisar o bloqueio o quanto antes. Enquanto isso, recomendamos desativar a VPN e tentar acessar diretamente, caso ainda esteja no exterior.",,,
posso ver quais permissões o app tem no meu celular,"queria saber quais permissões o aplicativo da tokenia solicita no meu celular, tipo camera e localização",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3aac0f08-6d3d-4bb7-adb0-090a0412c60a,maximilianojavierjulio@gmail.com,Tokenia Email,General request,Segurança da conta,11/Mar/24 2:17 AM,11/Mar/24 4:15 AM;maximilianojavierjulio@gmail.com;Olá! O app solicita permissão de câmera (para envio de documentos e selfie de verificação) e notificações push. Você pode conferir e gerenciar todas as permissões diretamente nas configurações do seu celular.,"11/Mar/24 4:55 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3aac0f08-6d3d-4bb7-adb0-090a0412c60a;entendi, obrigado pela explicação",,,,
recebi confirmação de troca de email que eu nao solicitei,"recebi um email avisando sobre uma tentativa de troca do meu email cadastrado, mas eu nao fiz essa solicitação",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maxi220julio@gmail.com,Portal Tokenia,Service Request,Segurança da conta,23/Jul/24 1:48 AM,"23/Jul/24 3:20 AM;maxi220julio@gmail.com;Olá! Agradecemos por nos avisar. Como a solicitação não foi concluída e você não a reconhece, recomendamos trocar sua senha por precaução. Podemos confirmar que nenhuma alteração foi efetivada na sua conta.","23/Jul/24 3:58 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;que bom que nao foi concluida, vou trocar a senha entao. obrigado",,,,
diferença no preço executado numa compra grande de uma vez,fiz uma compra de valor bem alto de bitcoin de uma vez e o preço medio executado ficou um pouco acima do preço inicial mostrado,High,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99,maxi220julio@gmail.com,Portal Tokenia,Service Request,Operações de compra/venda cripto,10/Oct/25 12:47 AM,"11/Oct/25 2:47 AM;maxi220julio@gmail.com;Olá! Em operações de valor elevado, o preço final pode variar levemente devido à profundidade do livro de ofertas disponível naquele momento, fenômeno conhecido como slippage. Isso é mais perceptível em compras grandes de uma só vez.","11/Oct/25 4:12 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;ah entendi, nao sabia que compras grandes afetavam o preço assim","11/Oct/25 5:36 AM;maxi220julio@gmail.com;Exatamente. Uma alternativa para operações grandes é dividir a compra em partes menores ao longo do dia, o que costuma reduzir esse efeito.","11/Oct/25 6:27 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;boa dica, vou considerar fazer assim da proxima vez. obrigado",,
posso ver o volume de negociação de uma criptomoeda antes de comprar,queria ver o volume de negociação das ultimas 24h de uma cripto antes de decidir comprar,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Operações de compra/venda cripto,11/May/24 4:27 AM,"11/May/24 5:59 AM;maximilianojavierjulio@gmail.com;Olá! Sim, essa informação está disponível na tela de detalhes de cada criptomoeda, junto com o gráfico de preços e outras estatísticas de mercado.","11/May/24 6:50 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;achei, muito util pra decidir. obrigado",,,,
ordens antigas continuam aparecendo como abertas mesmo ja executadas,"tenho ordens de dias atras que ja foram executadas mas ainda aparecem na lista de ordens abertas, isso ta confundindo meu controle",High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a99a275-7ced-4af7-bae8-9d134b24be3e,maxi220julio@gmail.com,Tokenia App,Service Request,Operações de compra/venda cripto,19/Apr/25 5:39 PM,"19/Apr/25 6:36 PM;maxi220julio@gmail.com;Olá, obrigado por reportar. Identificamos uma falha pontual na atualização de status de algumas ordens antigas e nosso time técnico já está corrigindo. As ordens realmente já foram executadas corretamente, é apenas um problema de exibição.","19/Apr/25 8:02 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a99a275-7ced-4af7-bae8-9d134b24be3e;que bom que o saldo esta certo pelo menos, fico no aguardo da correção",,,,
posso usar mais de uma chave PIX cadastrada,"tenho duas chaves PIX diferentes, posso cadastrar as duas na minha conta pra usar quando precisar",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Operações de compra/venda fiat,9/Nov/24 8:05 PM,"9/Nov/24 10:45 PM;maximilianojavierjulio@gmail.com;Olá! No momento é possível cadastrar apenas uma chave PIX principal por vez para saques, mas você pode trocá-la a qualquer momento nas configurações de dados bancários.","9/Nov/24 11:31 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f;entendi, vou usar so uma entao. obrigado",,,,
depositei um valor mas a compra automatica configurada nao executou,"tinha uma compra recorrente configurada pra debitar do meu deposito, mas o deposito caiu e a compra nao aconteceu no horario esperado",High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67,maxyjulio18@gmail.com,Tokenia Email,General request,Operações de compra/venda fiat,14/Nov/25 4:30 AM,"14/Nov/25 5:57 AM;maxyjulio18@gmail.com;Olá, entendemos a preocupação com essa falha na automação. Vou escalar seu caso para o time técnico verificar o que ocorreu com a execução da sua compra recorrente configurada.","14/Nov/25 7:25 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67;por favor, contava com essa compra acontecendo automaticamente",14/Nov/25 8:33 AM;maxyjulio18@gmail.com;Compreendemos totalmente. Vamos investigar detalhadamente o que impediu a execução automática e retornar com uma explicação e solução o quanto antes.,,,
posso comprar cripto usando saldo residual de centavos,"tenho um saldo bem pequeno de centavos sobrando em reais, da pra usar esse valor pra comprar cripto tambem",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2,maximilianojavierjulio@gmail.com,Tokenia Web,Service Request,Operações de compra/venda fiat,8/Oct/24 10:38 PM,"9/Oct/24 12:37 AM;maximilianojavierjulio@gmail.com;Olá! Sim, desde que o valor atinja o mínimo de R$10 por operação, você pode usar qualquer saldo disponível, incluindo valores residuais, para realizar compras.","9/Oct/24 1:15 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2;entendi, vou juntar mais um pouco entao. obrigado",,,,
posso ver o comprovante do meu saque depois de processado,"queria um comprovante formal do saque que fiz, pra guardar como registro pessoal",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002,maximilianojavierjulio@gmail.com,Tokenia Web,Service Request,Depósitos e saques,14/Sep/25 8:12 AM,"14/Sep/25 8:46 AM;maximilianojavierjulio@gmail.com;Olá! Sim, você pode gerar o comprovante de qualquer operação, incluindo saques, na seção 'Atividade', tocando na transação desejada e selecionando 'Gerar comprovante'.","14/Sep/25 9:45 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002;achei, muito util. obrigado",,,,
saque em reais recusado pelo banco de destino,"tentei sacar via TED mas recebi um aviso que o banco de destino recusou a transferencia, sem entender o motivo",High,Waiting for Customer,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maxi220julio@gmail.com,Tokenia Web,Service Request,Depósitos e saques,26/Feb/26 2:09 AM,26/Feb/26 3:21 AM;maxi220julio@gmail.com;Olá! Recusas desse tipo geralmente ocorrem por dados bancários desatualizados ou conta encerrada no destino. Poderia confirmar se os dados da sua conta bancária cadastrada ainda estão corretos e ativos?,26/Feb/26 4:00 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;vou verificar com meu banco e confirmo aqui,,,,
posso depositar em finais de semana e feriados,queria saber se consigo fazer depositos normalmente em fins de semana ou feriados bancarios,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:cf6bd68c-2cf4-4fa6-93ba-fc96a0e57143,maxyjulio18@gmail.com,Tokenia Email,General request,Depósitos e saques,5/Jan/26 9:13 AM,"5/Jan/26 4:47 PM;maxyjulio18@gmail.com;Olá! Depósitos via PIX funcionam normalmente 24 horas, incluindo finais de semana e feriados. Já TED e boleto seguem o calendário bancário, sendo processados apenas em dias úteis.","5/Jan/26 5:05 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:cf6bd68c-2cf4-4fa6-93ba-fc96a0e57143;entendi, vou usar PIX no fim de semana entao. obrigado",,,,
posso ver graficos de desempenho da minha carteira ao longo do tempo,"queria acompanhar como minha carteira evoluiu nos ultimos meses, tem algum grafico pra isso",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:82ce44fa-76c2-43f3-bf42-64a209d1fd28,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Carteira e endereços,24/Oct/24 10:15 AM,"24/Oct/24 12:46 PM;maximilianojavierjulio@gmail.com;Olá! Sim, na seção 'Meu Portfólio' você encontra um gráfico de evolução do valor total da sua carteira ao longo do tempo, com diferentes períodos de visualização disponíveis.","24/Oct/24 1:05 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:82ce44fa-76c2-43f3-bf42-64a209d1fd28;achei, muito legal acompanhar assim. obrigado",,,,
posso adicionar uma nota pessoal em cada endereço salvo,"alem do apelido, gostaria de colocar uma observação mais detalhada em cada endereço favorito",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2,maxi220julio@gmail.com,Tokenia App,Service Request,Carteira e endereços,29/May/24 11:36 PM,"30/May/24 3:58 AM;maxi220julio@gmail.com;Olá! No momento é possível apenas dar um apelido personalizado ao endereço, sem campo específico para observações mais longas. Registramos sua sugestão para futuras melhorias.","30/May/24 5:05 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2;entendi, tudo bem entao. obrigado",,,,
quero entender melhor a diferença entre carteira custodial e nao custodial,vi esses termos em algum lugar e queria entender se minha carteira na Tokenia é custodial ou nao,Medium,Waiting for Agent,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ebdc7d4f-7a89-4bb1-a131-b652ee3ba99b,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Carteira e endereços,16/Sep/24 10:46 AM,"16/Sep/24 12:56 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ebdc7d4f-7a89-4bb1-a131-b652ee3ba99b;boa tarde, gostaria de entender se a carteira da Tokenia é custodial ou nao custodial, pode me explicar a diferença",,,,,
posso ver historico de todas as mudanças de limite da minha conta,"queria ver quando meu limite foi alterado ao longo do tempo, tanto aumentos quanto reduções",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a0ee7d5-029c-4a08-a42f-b06768b64927,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Limites e restrições,28/Jun/25 5:37 AM,"28/Jun/25 8:23 AM;maximilianojavierjulio@gmail.com;Olá! Sim, você pode consultar esse histórico completo na seção 'Limites' do seu perfil, com a data e o valor de cada alteração registrada.","28/Jun/25 9:34 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a0ee7d5-029c-4a08-a42f-b06768b64927;achei, muito util. obrigado",,,,
o limite se aplica igual pra compra de qualquer criptomoeda,queria saber se o limite diario é o mesmo pra qualquer cripto ou se muda dependendo do ativo escolhido,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7,maxyjulio18@gmail.com,Tokenia App,Service Request,Limites e restrições,8/Jun/24 11:03 AM,"8/Jun/24 3:38 PM;maxyjulio18@gmail.com;Olá! O limite diário é aplicado sobre o valor total convertido em reais, independente da criptomoeda específica que está sendo comprada.","8/Jun/24 4:11 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7;entendi, obrigado pela confirmação",,,,
conta totalmente congelada apos alerta regulatorio grave,"minha conta foi completamente congelada com uma mensagem falando em analise regulatoria, nao consigo fazer absolutamente nada",Highest,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Limites e restrições,19/Feb/25 3:34 PM,"19/Feb/25 11:42 PM;maximilianojavierjulio@gmail.com;Olá, entendemos a extrema gravidade dessa situação. Congelamentos por questões regulatórias exigem análise específica do nosso time de compliance, com processo mais rigoroso. Vou escalar seu caso imediatamente com prioridade máxima.","20/Feb/25 12:29 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;por favor, isso esta afetando toda minha operação financeira, preciso de uma resposta","20/Feb/25 12:43 AM;maximilianojavierjulio@gmail.com;Compreendemos completamente a gravidade da situação para você. Nosso time especializado vai revisar seu caso com máxima prioridade, e vamos manter contato direto para atualizações conforme a análise avançar.",,,
app pede pra avaliar na loja toda vez que abro,"toda vez que abro o app aparece um pop-up pedindo pra avaliar na loja, ja avaliei uma vez e continua aparecendo",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67,maxi220julio@gmail.com,Tokenia Web,Service Request,Problemas técnicos do app/site,27/Jan/25 7:19 PM,27/Jan/25 9:34 PM;maxi220julio@gmail.com;Olá! Obrigado por reportar. Isso pode acontecer por uma falha pontual no registro da sua avaliação anterior. Vamos verificar e ajustar essa configuração para não solicitar novamente.,"27/Jan/25 10:39 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67;obrigado, era so um pouco incomodo mesmo",,,,
compra via PIX nao atualiza o status automaticamente,"faço a compra, pago o PIX, mas o status na tela continua como pendente mesmo depois de confirmado no banco",High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Problemas técnicos do app/site,30/Dec/25 2:45 PM,"30/Dec/25 3:05 PM;maxyjulio18@gmail.com;Olá, obrigado por reportar. Identificamos uma lentidão pontual na atualização automática de status para pagamentos via PIX e nosso time técnico já está atuando na correção. O saldo já deve estar sendo processado corretamente por trás.","30/Dec/25 3:16 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;ok, vou atualizar a tela manualmente enquanto isso",,,,
app mostra data errada nas notificações,"recebi uma notificação com a data de ontem mesmo sendo uma operação de hoje, so um detalhe visual",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Problemas técnicos do app/site,16/Nov/25 10:48 AM,16/Nov/25 4:47 PM;maxyjulio18@gmail.com;Olá! Obrigado por reportar. Encaminhamos essa observação para nosso time técnico ajustar a exibição da data nas notificações.,"16/Nov/25 5:16 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;tranquilo, era so pra avisar. obrigado",,,,
a taxa muda dependendo se eu sou usuario novo ou antigo,"sou usuario ha bastante tempo, minha taxa deveria ser diferente de um usuario que acabou de se cadastrar",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f,maxi220julio@gmail.com,Tokenia App,Service Request,Tarifas e comissões,16/Dec/25 8:53 AM,"16/Dec/25 10:16 AM;maxi220julio@gmail.com;Olá! A taxa padrão é a mesma para todos os usuários independente do tempo de conta, exceto em casos de acordos comerciais específicos negociados por alto volume mensal.","16/Dec/25 10:30 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f;entendi, obrigado pela explicação",,,,
taxa cobrada em desacordo com contrato empresarial assinado,"temos um contrato empresarial especifico com condicoes de taxa diferenciadas, mas a ultima fatura nao reflete o que foi acordado",Highest,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9e1ed28d-2f8a-4bda-a163-752da5ee08d8,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Tarifas e comissões,18/May/24 2:04 PM,"18/May/24 2:19 PM;maximilianojavierjulio@gmail.com;Olá, entendemos a seriedade dessa divergência considerando o contrato empresarial firmado. Vamos verificar imediatamente a aplicação das condições contratuais na sua conta e comparar com a fatura emitida.","18/May/24 2:35 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9e1ed28d-2f8a-4bda-a163-752da5ee08d8;por favor, precisamos de uma correção o quanto antes, é uma diferença significativa de valor",18/May/24 3:10 PM;maximilianojavierjulio@gmail.com;Compreendemos totalmente a importância. Confirmamos uma falha na aplicação das condições contratuais nessa fatura específica. Já corrigimos a configuração e vamos providenciar o ajuste financeiro correspondente em até 5 dias úteis.,,,
diferença de taxa entre app e versao web pra mesma operação,"percebi uma pequena diferença na taxa exibida entre o app e o site pra mesma operação, gostaria de entender o motivo",Medium,Waiting for Customer,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002,maxi220julio@gmail.com,Tokenia Web,Service Request,Tarifas e comissões,27/Jan/25 1:04 AM,27/Jan/25 4:38 AM;maxi220julio@gmail.com;Olá! Não deveria haver diferença de taxa entre as plataformas para a mesma operação. Poderia nos enviar prints das duas telas mostrando a diferença que você identificou?,27/Jan/25 4:43 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002;vou tirar os prints e te mando aqui,,,,
posso verificar minha conta com documento de outro pais,"sou brasileiro mas moro fora do brasil, posso usar meu documento estrangeiro ou preciso de um documento brasileiro",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b9908a88-c7cb-48d9-b10c-f21b473a87ee,maxi220julio@gmail.com,Tokenia Email,General request,Verificação de identidade,18/Dec/25 2:51 AM,"18/Dec/25 5:12 PM;maxi220julio@gmail.com;Olá! Para contas registradas no Brasil, recomendamos utilizar um documento brasileiro válido (RG, CNH ou passaporte). Caso não possua nenhum desses em mãos, entre em contato conosco para avaliarmos alternativas.","18/Dec/25 6:41 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b9908a88-c7cb-48d9-b10c-f21b473a87ee;tenho meu passaporte brasileiro, vou usar ele entao. obrigado",,,,
verificação aprovada mas depois revertida sem aviso,"minha verificação foi aprovada semana passada mas hoje aparece como pendente de novo, sem eu ter feito nada",High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:79582374-52c1-48cf-9693-7f7e4f450adc,maxyjulio18@gmail.com,Tokenia Email,General request,Verificação de identidade,2/Feb/25 4:28 AM,"2/Feb/25 5:23 AM;maxyjulio18@gmail.com;Olá, entendemos a gravidade dessa reversão inesperada. Vou escalar seu caso para nossa equipe de compliance investigar o que causou essa mudança de status sem justificativa aparente.","2/Feb/25 6:08 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:79582374-52c1-48cf-9693-7f7e4f450adc;por favor, isso é bem estranho, preciso entender o que aconteceu",2/Feb/25 6:20 AM;maxyjulio18@gmail.com;Compreendemos completamente. Nosso time especializado vai analisar o histórico da sua verificação e retornar com uma explicação clara sobre essa reversão o quanto antes.,,,
